x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.3922155797481537,0.46681487560272217,0.5198443531990051,0.4965202510356903,0.4582880139350891,0.5004839301109314,0.5363555550575256,0.5585995316505432,0.5742357969284058,0.43297410011291504,0.41170811653137207,0.3934488594532013,0.3761371672153473,0.37586709856987,0.37023985385894775,0.39727863669395447,0.41440796852111816,0.3292364776134491,0.3387210965156555,0.36925047636032104,0.39081811904907227,0.8796201348304749,0.8517435789108276,0.7876237034797668,0.7387261390686035,0.6931601166725159,0.581246018409729,0.4652588665485382,0.39537668228149414,0.33168718218803406,0.5742679834365845,0.4301716983318329,0.33826324343681335,0.26057857275009155,0.6075031161308289,0.5589064955711365,0.6556976437568665,0.7287325263023376,0.6669816374778748,0.6652020812034607,0.7405400276184082,0.7985212206840515,2
0.3879144787788391,0.46218788623809814,0.5118826031684875,0.4850435256958008,0.44373196363449097,0.4977680742740631,0.5334484577178955,0.5567509531974792,0.573102593421936,0.4310051500797272,0.40830788016319275,0.38894152641296387,0.3698055148124695,0.3749614953994751,0.3653048574924469,0.3924908936023712,0.4092446267604828,0.32876724004745483,0.3364836871623993,0.36803245544433594,0.39113420248031616,0.8811711072921753,0.8545145988464355,0.7948403358459473,0.7478920221328735,0.7063258290290833,0.590203583240509,0.4712538719177246,0.39980965852737427,0.3320085406303406,0.5810798406600952,0.4315487742424011,0.3387146294116974,0.2573855221271515,0.612971842288971,0.5631324052810669,0.6596396565437317,0.7311046123504639,0.6732727885246277,0.6754709482192993,0.7486194968223572,0.8041917681694031,2
0.3865579068660736,0.4559919536113739,0.5022796988487244,0.4891331195831299,0.4658623933792114,0.48793262243270874,0.5278180837631226,0.5504000782966614,0.5665874481201172,0.42359989881515503,0.40390485525131226,0.38447415828704834,0.3674250841140747,0.36882296204566956,0.36199432611465454,0.3856658339500427,0.40075063705444336,0.3245964050292969,0.3316388726234436,0.36153727769851685,0.38404032588005066,0.876929759979248,0.8428820371627808,0.777794599533081,0.7310488224029541,0.6854598522186279,0.5852221846580505,0.4662986397743225,0.39385613799095154,0.3252977132797241,0.5768061280250549,0.4300810694694519,0.3365003168582916,0.256188303232193,0.6084345579147339,0.554568350315094,0.6498218774795532,0.7235737442970276,0.6673462986946106,0.6652846932411194,0.7377901673316956,0.7962296605110168,2
0.3838267922401428,0.45855098962783813,0.5073372721672058,0.5284351706504822,0.5345665216445923,0.48002856969833374,0.520423173904419,0.5440732836723328,0.5601520538330078,0.41896796226501465,0.39563149213790894,0.37600409984588623,0.3583308756351471,0.36507877707481384,0.35783371329307556,0.3843980133533478,0.40129661560058594,0.3224802017211914,0.330107718706131,0.3615102171897888,0.3842179775238037,0.880454957485199,0.8410041928291321,0.7680436372756958,0.712846040725708,0.6613518595695496,0.5804648995399475,0.4605475068092346,0.3888970911502838,0.32049882411956787,0.5729352235794067,0.4275498390197754,0.33545857667922974,0.2537165880203247,0.6083652973175049,0.5466217398643494,0.6435043811798096,0.7175769805908203,0.671269953250885,0.6642840504646301,0.7375805377960205,0.7973359823226929,2
0.3894834518432617,0.46647509932518005,0.5175638198852539,0.5334548950195312,0.5393458604812622,0.48503023386001587,0.525830090045929,0.5469629764556885,0.5584513545036316,0.4211237132549286,0.39036205410957336,0.36541882157325745,0.34320223331451416,0.36654558777809143,0.3580930531024933,0.3870375454425812,0.40483635663986206,0.32285261154174805,0.3316269516944885,0.36648231744766235,0.39225807785987854,0.8866935968399048,0.8474907875061035,0.7748287916183472,0.7186824679374695,0.6636050939559937,0.5791337490081787,0.45482224225997925,0.38004809617996216,0.310745507478714,0.5760772228240967,0.42575564980506897,0.33362922072410583,0.252151221036911,0.6155911087989807,0.5533112287521362,0.6495445370674133,0.7220433950424194,0.6831692457199097,0.6757863759994507,0.7467909455299377,0.8045116662979126,2
0.4004223346710205,0.486007958650589,0.5463627576828003,0.5658921599388123,0.5628721117973328,0.49930572509765625,0.5370076894760132,0.557222843170166,0.5695510506629944,0.4338366985321045,0.3999975323677063,0.373948872089386,0.3515448570251465,0.37755534052848816,0.36800867319107056,0.40181583166122437,0.4237106740474701,0.33338120579719543,0.340004563331604,0.37664082646369934,0.4030592441558838,0.8958461880683899,0.8597124218940735,0.788153886795044,0.7232413291931152,0.6606960296630859,0.583499550819397,0.45393428206443787,0.37679505348205566,0.30630776286125183,0.5793991088867188,0.42681029438972473,0.32903334498405457,0.24571892619132996,0.6190942525863647,0.560761570930481,0.6533957123756409,0.7276796698570251,0.6873770952224731,0.6851467490196228,0.7561736702919006,0.8164721727371216,2
0.4222310781478882,0.5089417695999146,0.5620725750923157,0.5601168870925903,0.545954704284668,0.5201498866081238,0.5453521013259888,0.5615160465240479,0.5713931322097778,0.44778722524642944,0.40713435411453247,0.3781430423259735,0.3516346216201782,0.38774970173835754,0.37933263182640076,0.4218258261680603,0.44959649443626404,0.34103989601135254,0.357933908700943,0.4025093913078308,0.43387341499328613,0.9183140993118286,0.8719563484191895,0.7785621881484985,0.7134698033332825,0.6595807075500488,0.57510906457901,0.4457170367240906,0.36696675419807434,0.2943384647369385,0.5745121836662292,0.4182172417640686,0.31968021392822266,0.23467013239860535,0.6192238926887512,0.5452799797058105,0.6470766663551331,0.7267361879348755,0.6959540843963623,0.68625408411026,0.7600849866867065,0.8191110491752625,2
0.4355538487434387,0.516322910785675,0.565631628036499,0.5393010377883911,0.49706026911735535,0.5355255603790283,0.5588128566741943,0.5726156830787659,0.5801486968994141,0.46370750665664673,0.42577728629112244,0.3948831260204315,0.36751872301101685,0.4035209119319916,0.3940957188606262,0.4333658814430237,0.45952174067497253,0.35617128014564514,0.36889344453811646,0.4134012758731842,0.44528478384017944,0.9276493191719055,0.8761978149414062,0.784697413444519,0.7288515567779541,0.6939003467559814,0.5727466344833374,0.4419863820075989,0.35904398560523987,0.2850439250469208,0.5751842260360718,0.4141206741333008,0.31170347332954407,0.22549235820770264,0.6210944056510925,0.5451772809028625,0.6373792290687561,0.7130104303359985,0.6959953308105469,0.6810725927352905,0.7543177008628845,0.8151000738143921,2
0.4491698145866394,0.5307683944702148,0.5852825045585632,0.562626302242279,0.5135625004768372,0.5446708798408508,0.5691070556640625,0.5834000706672668,0.5916714072227478,0.4728243947029114,0.43868884444236755,0.41158464550971985,0.38741788268089294,0.4135107696056366,0.40770915150642395,0.4481290876865387,0.47593674063682556,0.3678790032863617,0.38034138083457947,0.42324158549308777,0.45454123616218567,0.930189847946167,0.8804371953010559,0.7966205477714539,0.7381362318992615,0.71318519115448,0.5702236890792847,0.43868762254714966,0.3555014133453369,0.2819027006626129,0.5750315189361572,0.41331881284713745,0.3107365071773529,0.2255687415599823,0.6233996748924255,0.5477403402328491,0.6405459642410278,0.7169490456581116,0.6996558904647827,0.6737504005432129,0.7434040307998657,0.8034221529960632,2
0.46975278854370117,0.5538052916526794,0.6110631227493286,0.5877393484115601,0.5347469449043274,0.5743288397789001,0.5976109504699707,0.612041175365448,0.6198402643203735,0.5004665851593018,0.4688292443752289,0.44161149859428406,0.41841423511505127,0.43938544392585754,0.4271266758441925,0.4578743875026703,0.4806293249130249,0.39180970191955566,0.4056725800037384,0.4489936828613281,0.48327961564064026,0.9221546053886414,0.880940318107605,0.8038074970245361,0.7420640587806702,0.7043138742446899,0.5681467056274414,0.432212769985199,0.34709176421165466,0.2676023244857788,0.5643903017044067,0.4009082019329071,0.29938769340515137,0.2167404592037201,0.606538712978363,0.5160797238349915,0.5982680320739746,0.6742191314697266,0.6796476244926453,0.6715287566184998,0.7464432120323181,0.8138208389282227,2
